war,tl
"Kon natuod kita han pagsaksi han mga tawo, labi pa nga matuod kita han pagsaksi han mga tawo, labi pa nga matuod kita han pagsaksi han Dyos, ngan amo ini an pagsaksi nga iginhatag han Dyos mahitungod han iya Anak.","Kung tinatanggap natin ang patotoo ng mga tao, ay higit na dakila ang patotoo ng Diyos, sapagkat ito ang patotoo ng Diyos na siya'y nagpapatotoo tungkol sa kanyang Anak."
"Sanglit adton natoo han Anak han Dyos may-ada hini nga pagsaksi ha iya kasingkasing; kundi adton diri natoo han Dyos buwaon hiya, kay waray man hiya tumuod han iginsiring han Dyos mahitungod han iya Anak.","Ang sumasampalataya sa Anak ng Diyos ay may patotoo sa kanyang sarili. Ang hindi sumasampalataya sa Diyos ay ginagawa siyang sinungaling, sapagkat hindi siya sumampalataya sa patotoo na ibinigay ng Diyos tungkol sa kanyang Anak."
"Sanglit amo ini an pagsaksi: naghatag an Dyos ha aton han waray kataposan nga kinabuhi, ngan aada han iya Anak ini nga kinabuhi.","At ito ang patotoo, na tayo'y binigyan ng Diyos ng buhay na walang hanggan at ang buhay na ito ay nasa kanyang Anak."
"May-ada hini nga kinabuhi adton anuokyan han Anak, ngan waray hini nga kinabuhi adton diri inuokyan han Anak han Dyos.",Ang kinaroroonan ng Anak ay kinaroroonan ng buhay; ang hindi kinaroroonan ng Anak ng Diyos ay hindi kinaroroonan ng buhay.
Nagsusurat ako ha iyo hini basi hibaroan niyo nga may-ada niyo kinabuhi nga waray kataposan—kamo nga natoo han ngaran han Anak han Dyos.,Ang mga bagay na ito ay isinulat ko sa inyo upang inyong malaman na kayo'y mayroong buhay na walang hanggan sa inyong nananampalataya sa pangalan ng Anak ng Diyos.
Madasigon kita ha atubangan han Dyos kay maaram man kita nga namamati hiya kon nangangaro kita ha iya hin bisan ano nga uyon han iya kaburot-on.,"Ito ang ating kapanatagan sa kanya, na kung tayo'y humingi ng anumang bagay na ayon sa kanyang kalooban, tayo'y pinapakinggan niya."
"Tungod nga maaram kita nga namamati hiya kon nangangaro kita ha iya, maaram liwat kita nga nahatag hiya han aton pinangangaro ha iya.","At kung ating nalalaman na tayo'y pinapakinggan niya sa anumang ating hingin, nalalaman natin na natanggap natin ang mga kahilingang hinihingi natin sa kanya."
"Kon may nakita han iya bugto nga nagbubuhat hin sala nga diri makakamatay ha iya, kinahanglan ig-ampo niyo sa Dyos nga mahatag ha iya hin kinabuhi. Para la ini hadton nagbuhat hin mga sala nga diri makakamatay. Kundi may-ada sala nga makakamatay, ngan diri ako nasiring nga mag-ampo kamo sa Dyos mahitungod hini.","Kung makita ng sinuman ang kanyang kapatid na nagkakasala ng kasalanang hindi tungo sa kamatayan, ay idalangin siya at bibigyan siya ng Diyos ng buhay, na ukol sa mga nagkakasala ng hindi tungo sa kamatayan. May kasalanang tungo sa kamatayan, hindi tungkol dito ang sinasabi ko na idalangin ninyo."
"Sala an ngatanan nga maraot nga buhat, kundi may-ada sala nga diri nakakamatay.","Lahat ng kalikuan ay kasalanan, at may kasalanang hindi tungo sa kamatayan."
"Maaram kita nga waray anak han Dyos nga nagpapadayon hin pagpinakasala, kay pinananalipdan hiya han Anak han Dyos, sanglit diri makakadaog ha iya an Yawa.","Alam natin na ang sinumang ipinanganak ng Diyos ay hindi patuloy na nagkakasala; subalit ang ipinanganak ng Diyos ay nag-iingat sa kanyang sarili, at hindi siya ginagalaw ng masama."
Maaram kita nga kanan Dyos na kita bisan kon ginahahadian han Yawa an bug-os nga kalibutan.,Alam natin na tayo'y sa Diyos at ang buong sanlibutan ay nasa ilalim ng kapangyarihan ng masama.
"Maaram kita nga kinmanhi na an Anak han Dyos ngan naghatag ha aton hin sarabotan basi kumilala kita han matuod nga Dyos. Nag-uokoy na kita dida hin paghiusa han matuod nga Dyos, dida hin paghiusa han iya Anak nga hi Jesu-Cristo. Amo hiya an matuod nga Dyos, ngan amo ini an kinabuhi nga waray kataposan.","At alam natin na naparito ang Anak ng Diyos at binigyan niya tayo ng pagkaunawa upang ating makilala siya na totoo; at tayo'y nasa kanya na totoo, sa kanyang Anak na si Jesu-Cristo. Ito ang tunay na Diyos, at buhay na walang hanggan."
"Mga anak, paglikay kamo han mga diri matuod nga kadiyosan.","Mga munting anak, lumayo kayo sa mga diyus-diyosan."
Tikang kan Pedro nga apostol ni Jesu-Cristo—,"Si Pedro, na apostol ni Jesu-Cristo,"
"Ngadto han mga pinili han Dyos nga nag-uokoy sugad nga mga ginhalin nga mga bihag nagsasarang ha mga lalawigan han Ponto, Galacia, Capadocia, Asia, ug Bitinia.","Sa mga hinirang na nangingibang-bayan na nasa Pangangalat sa Ponto, Galacia, Capadocia, Asia at Bitinia,"
"Ginpili kamo sumala han tuyo han Dyos nga Amay, ngan nahimo kamo nga baraan nga mga tawo pinaagi han iya Espiritu, basi magsugot kan Jesu-Cristo ngan malinisan kamo pinaagi han iya dugo.","pinili at itinalaga ng Diyos Ama, at ginawang banal ng Espiritu upang sumunod kay Jesu-Cristo at mawisikan ng kanyang dugo:"
Maada unta ha iyo an grasya ngan an kalinaw nga hingpit!,Biyaya at kapayapaan nawa ang sa inyo'y sumagana.
"Pagpasalamat kita han Dyos ngan Amay han aton Ginoo Jesu-Cristo! Tungod han iya dako nga kalooy, gintagan kita niya hin bag-o nga kinabuhi pinaagi han pagbanhawa kan Jesu-Cristo. Nakahatag ini ha aton hin buhi nga paglaom,","Purihin ang Diyos at Ama ng ating Panginoong Jesu-Cristo! Sa pamamagitan ng kanyang malaking kahabagan ay muli tayong ipinanganak sa isang buháy na pag-asa sa pamamagitan ng muling pagkabuhay ni Jesu-Cristo mula sa mga patay,"
"sanglit naghihingyap kita hin pag-angkon han hura nga mga kaupayan nga gin-aandam han Dyos para han iya mga tawo. Gin-aandam ini niya didto ha langit para ha iyo, diin diri madudunot, o madadaan, o maaanaw.","tungo sa isang manang hindi nasisira, walang dungis, at hindi kumukupas, na inilaan sa langit para sa inyo,"
Para ini ha iyo ngan pinaagi hin pagtoo pinananalipdan kamo han gahom han Dyos tungod han katalwasan nga andam nga igpapadayag ha kataposan nga panahon.,na sa kapangyarihan ng Diyos ay iniingatan sa pamamagitan ng pananampalataya para sa kaligtasan na nakahandang ipahayag sa huling panahon.
"Pagkalipay kamo tungod hini, bisan kon kinahanglan magmabidoon kamo anay hin madaliay yana, tungod hin damo kalain nga mga pagsulay nga iyo gin-aantos.","Sa ganito kayo'y nagagalak, bagama't ngayon sa sandaling panahon ay kailangan ninyong magdanas ng iba't ibang pagsubok,"
"An tuyo hini amo nga basi mahisabtan kon lus-ay ba an iyo pagtoo. Bisan ngani an bulawan nga may-ada pagkatunaw ginsasarihan pinaagi han kalayo; asay pa ba an iyo pagtoo nga labaw pa gud kamahal kay hin bulawan, kinahanglan liwat pagsarihan, basi magmarig-on. Onina kakarawaton niyo an pagdayaw, himaya, ug dungog kon igpadayag na hi Jesu-Cristo.","upang ang kadalisayan ng inyong pananampalataya na mas mahalaga kaysa gintong nasisira, bagama't ito'y sinusubok sa pamamagitan ng apoy, ay mauwi sa kapurihan, kaluwalhatian at karangalan sa pagpapakita ni Jesu-Cristo."
"Nahigugma kamo ha iya bisan kon waray kamo kumita ha iya; nasarig kamo ha iya, bisan kon diri pa kamo nakita ha iya yana. Sanglit narayhak kamo hin labi ka dako nga diri mahiaasoy nga kalipay,","Hindi ninyo siya nakita gayunma'y inyong iniibig; bagama't ngayon ay hindi ninyo siya nakikita, gayunma'y inyong sinasampalatayanan, at kayo'y nagagalak na may galak na hindi maipaliwanag at puspos ng kaluwalhatian,"
"kay kinakarawat niyo an tuyo han iyo pagtoo, nga amo an katalwasan han iyo mga kalag.","na inyong tinatanggap ang bunga ng inyong pananampalataya, ang kaligtasan ng inyong mga kaluluwa."
Nangita ngan nag-usisa hin maupay mahitungod hini nga katalwasan an mga manaragna; ngan nagtagna hira mahitungod hini nga upa nga ihahatag ha iyo han Dyos.,"Tungkol sa kaligtasang ito, nagsikap at nagsiyasat na mabuti ang mga propeta na nagpahayag tungkol sa biyayang darating sa inyo."
"Gintinguha nira hin paghibaro kon san-o ini nga panahon, ngan kon matiunan-o an pag-abot hini. Amo ini an panahon nga gintudlok han Espiritu ni Cristo nga nakada ha ira, sumala han pagtagna han Espiritu hiunong han mga pag-antos nga pag-aagian ni Cristo, ngan an masunod nga iya himaya.","Kanilang siniyasat kung anong pagkatao o kapanahunan na tinutukoy ng Espiritu ni Cristo na sumasakanila, nang ipahayag ang mangyayaring pagdurusa ni Cristo, at ang kaluwalhatiang susunod sa mga ito."
"Iginpadayag han Dyos ngada hini nga mga manaragna, nga diri para ha ira kalugaringon nga kaupayan an ira buhat, kundi para ha iyo, han paghimangraw nira hiunong hadto nga mga butang nga iyo na yana hinbatian. Hinbatian niyo ini nga mga butang tikang han mga magsarangyaw han Maupay nga Sumat, nga nagpahibaro hini pinaagi han gahom han Espiritu Santo nga ginsugo tikang ha langit. Amo ini nga mga butang nga karuyag hibaroan bisan pa han mga anghel.","Ipinahayag sa kanila na hindi sila naglilingkod sa kanilang sarili kundi sa inyo, sa mga bagay na ngayo'y ibinalita sa inyo sa pamamagitan ng mga nangaral sa inyo ng ebanghelyo sa pamamagitan ng Espiritu Santo na sinugo mula sa langit; na ang mga bagay na ito'y pinananabikang makita ng mga anghel."
"Sanglit, andama an iyo mga hunahuna. Pag-ikmat ngan bug-osa an iyo paglaom dida han mga kaupayan nga ihahatag ha iyo kon igpadayag na hi Jesu-Cristo.",Kaya't ihanda ninyo sa gawain ang inyong mga pag-iisip; na supilin ninyo ang inyong sarili at ilagak ang inyong pag-asa sa biyayang darating sa inyo kapag inihayag na si Jesu-Cristo.
"Pagmasinugtanon kamo han Dyos, ngan ayaw itugot nga an iyo mga ungara hadto han mga tapang pa kamo amo an magbuot han iyo mga kinabuhi.","Tulad ng mga masunuring mga anak, huwag kayong gumaya sa masasamang pagnanasa ng inyong kamangmangan noong una."
"Lugod, kinahanglan mabaraan kamo ha ngatanan nga iyo ginbubuhat, sugad gud nga baraan an Dyos nga nagtawag ha iyo.","Sa halip, yamang banal ang sa inyo'y tumawag, maging banal naman kayo sa lahat ng paraan ng pamumuhay;"
"Nasiring an kasuratan, “Kinahanglan mabaraan kamo, kay baraan ako.”","sapagkat nasusulat, “Kayo'y maging banal, sapagkat ako'y banal.”"
"Natawag kamo ha iya nga Amay, kon nag-aampo kamo sa Dyos. Naghuhukom hiya hin waray pinaurog han ngatanan nga mga tawo, sumala han nabuhat han tagsatagsa; sanglit kinahanglan gamiton niyo an nahisalin pa han iyo mga kinabuhi dinhe ha tuna hin dyosnon nga pagtahod ha iya.","Kung inyong tinatawagan bilang Ama ang humahatol na walang pagtatangi ayon sa gawa ng bawat isa, mamuhay kayo na may takot sa panahon ng inyong pangingibang bayan."
"Kay sayod man kamo kon ano an iginbayad niya hin pagtalwas ha iyo tikang han waray pulos nga kinabuhi nga iyo ginsunod tikang han iyo mga kaapoy-apoyan. Diri usa nga butang nga nawawad-an hin pagkamahal sugad hin salapi o bulawan an iya iginbayad,","Nalalaman ninyong kayo'y tinubos mula sa inyong walang kabuluhang paraan ng pamumuhay na minana ninyo sa inyong mga ninuno, hindi ng mga bagay na nasisira, tulad ng pilak o ginto,"
kundi ginlukat kamo pinaagi han hamili nga dugo ni Cristo nga iginhalad sugad hin kordero nga waray dum-it o buring.,"kundi ng mahalagang dugo ni Cristo, gaya ng sa korderong walang kapintasan at walang dungis."
"Daan hiya ginpili han Dyos san-o himoon an kalibutan, ngan iginpadayag ha kataposan nga mga adlaw para han iyo kaupayan.","Siya ay itinalaga na nang una bago itinatag ang sanlibutan, ngunit inihayag sa mga huling panahon dahil sa inyo."
Pinaagi ha iya nasarig kamo han Dyos nga nagbanhaw ngan nagpasidungog ha iya; sanglit ibinutang niyo didto han Dyos an iyo pagtoo ngan paglaom.,"Sa pamamagitan niya ay nanampalataya kayo sa Diyos, na bumuhay sa kanya mula sa mga patay at sa kanya'y nagbigay ng kaluwalhatian, kaya't ang inyong pananampalataya at pag-asa ay nakatuon sa Diyos."
"Yana nga ginputli na niyo an iyo kalugaringon pinaagi han iyo pagtuman han kamatuoran, ngan nakaangkon na hin tinuod nga paghigugma han iyo igkasi mga magtinuohon, maghigugmaay kamo ha bug-os niyo nga kasingkasing.","Ngayong nilinis na ninyo ang inyong mga kaluluwa sa pamamagitan ng inyong pagsunod sa katotohanan, kaya't kayo'y may tunay na pag-ibig sa isa't isa, mag-ibigan kayo sa isa't isa nang buong alab mula sa dalisay na puso."
"Kay gin-anak liwat kamo, pinaagi han buhi ngan waray kataposan nga pulong han Dyos. Mga anak na kamo diri hin ginikanan nga may kamatayon, kundi hin ginikanan nga waray kamatayon.","Ipinanganak na kayong muli, hindi ng binhing nasisira, kundi ng walang kasiraan, sa pamamagitan ng buháy at nananatiling salita ng Diyos."
"Sumala han siring han kasuratan,","Sapagkat,"
"“Sugad hin banwa an ngatanan nga mga tawo,","“Ang lahat ng laman ay gaya ng damo,"
ngan sugad la han bukad ha kapatagan an ira katahom.,at ang lahat ng kaluwalhatian nito ay gaya ng bulaklak ng damo.
"Nalalaya an banwa, ngan narapdag an iya bukad,","Ang damo'y natutuyo,"
kundi nagpapabilin ha kadayonan an pulong han Ginoo.”,"at ang bulaklak ay nalalanta,"
Amo ini an pulong nga gindara ha iyo han Maupay nga Sumat.,subalit ang salita ng Panginoon ay nananatili magpakailanman.”
"Sanglit bayai niyo an ngatanan nga karat-an; waray na an pagbuwa, o pagkamalabyaw, o pangabugho, o pagyubit!","Kaya't iwaksi ninyo ang lahat ng kasamaan, pandaraya, pagkukunwari, inggitan, at lahat ng paninirang-puri."
"Masugad unta kamo hin mga minasus-an, nga dayuday inuuhaw han lus-ay nga espirituhanon nga gatas, basi pag-inom niyo hini nga gatas tumubo kamo ngan matalwas.","Gaya ng mga sanggol na bagong silang ay mithiin ninyo ang malinis na espirituwal na gatas, upang sa pamamagitan nito'y lumago kayo tungo sa kaligtasan,"
"Sumala han siring han kasuratan, “Natilawan na niyo an pagkamaupay han Ginoo.”",kung natikman nga ninyo na ang Panginoon ay mabuti.
"Dangop kamo han Ginoo, an buhi nga bato nga ginsalikway han mga tawo, kundi ginmahal han Dyos.","Lumapit kayo sa kanya, na isang batong buháy, bagaman itinakuwil ng mga tao gayunma'y pinili at mahalaga sa paningin ng Diyos, at"
"Dangop nga sugad kamo hin buhi nga mga bato, ngan ipagamit an iyo kalugaringon hin pagtindog han espirituhanon nga templo, diin mag-aalagad kamo sugad nga baraan nga kapadian hin paghalad hin espirituhanon ngan nakakalipay nga mga tinubod nga unong ngadto han Dyos pinaagi kan Jesu-Cristo.","tulad ng mga batong buháy, hayaan ninyong kayo ay maitayo bilang espirituwal na bahay tungo sa banal na pagkapari, upang mag-alay ng mga espirituwal na handog na kasiya-siya sa Diyos sa pamamagitan ni Jesu-Cristo."
Kay nasiring an kasuratan:,Sapagkat ito ang isinasaad ng kasulatan:
"“Nagpili ako hin mahal nga bato,","“Tingnan ninyo, aking inilalagay sa Zion ang isang bato,"
nga akon ibinubutang nga patukoranan didto ha Sion;,isang batong panulok na pinili at mahalaga;
ngan diri gud magbabasol an bisan hin-o nga natoo ha iya.”,at sinumang sumasampalataya sa kanya ay hindi mapapahiya.”
Mahal kaupay ini nga bato para ha iyo nga natoo kundi para han diri natoo:,"Kaya't sa inyo na nananampalataya, siya'y mahalaga; subalit sa mga hindi nananampalataya,"
“An bato ngahaw nga iginsalikway han mga magtirindog,“Ang batong itinakuwil ng mga tagapagtayo ng bahay
nahimo lugod nga labi ka importante nga bato.”,"ay siyang naging puno ng panulok,”"
"Ngan nasiring didto hin lain nga bahin han kasuratan,","at,"
"“Amo ini an bato nga hipapakdolan han mga tawo,","“Isang batong nagpapatisod sa kanila,"
an bato nga magpupukan ha ira.”,at malaking bato na nagpabagsak sa kanila.”
Nanhipakdol hira kay waray man hira tumoo han pulong; amo ini an kaburot-on hon Dyos para ha ira.,"Sila'y natitisod dahil sa pagsuway sa salita, na dito naman sila itinalaga."
"Kundi kamo amo an pinili nga tulin, an kapadian han Hadi, an baraan nga nasod, an kalugaringon nga bungto han Dyos, nga ginpili hin pagsangyaw han orosahon nga mga buhat han Dyos nga nagtawag ha iyo tikang han kasisidman ngadto han iya kalugaringon nga makaaramdok nga kapawa.","Ngunit kayo'y isang lahing pinili, isang maharlikang pagkapari, isang bansang banal, sambayanang pag-aari ng Diyos, upang inyong ipahayag ang mga makapangyarihang gawa niya na tumawag sa inyo mula sa kadiliman, tungo sa kanyang kagila-gilalas na liwanag."
"Hadto anay diri kamo mga tawo han Dyos, kundi yana mga tawo na kamo niya. Hadto anay diri kamo maaram han kalooy han Dyos, kundi yana nakarawat na niyo an iya kalooy.","Noon ay hindi kayo bayan, ngunit ngayo'y bayan kayo ng Diyos; noon ay hindi kayo tumanggap ng habag, ngunit ngayo'y tumanggap kayo ng habag."
"Kasangkayan ko, nahangyo ako ha iyo, sugad nga mga lumalangyaw ngan mga iginhalin nga bihag la kamo dinhe hini nga kalibutan! Ayaw kamo pagpadaog han lawasnon nga mga kaipahon, nga dayuday la nakikiaway han kalag.","Mga minamahal, ipinapakiusap ko sa inyo bilang mga dayuhan at ipinatapon, na kayo'y umiwas sa mga pagnanasa ng laman na nakikipaglaban sa kaluluwa."
"Kinahanglan maupay gud an iyo panggawi kon tampo kamo han diri mga natoo han Dyos, basi kon igsumbong kamo nga nagbuhat kamo hin maraot, makita hira han iyo mag-upay nga mga buhat, ngan magdadayaw hira han Dyos ha Adlaw han iya pag-abot.","Maging marangal ang inyong pag-uugali sa gitna ng mga Hentil upang kung magsalita sila laban sa inyo na parang kayo'y gumagawa ng kasamaan, ay makita nila ang inyong mabubuting gawa at luwalhatiin nila ang Diyos sa araw ng pagdalaw."
"Tungod han Ginoo, pagpasakop kamo ha ngatanan nga kagamhanan dinhe ha tuna: ha Emperador nga amo an gilalabawi nga magburuot,","Pasakop kayo sa bawat pamahalaan ng tao alang-alang sa Panginoon, maging sa hari, na kataas-taasan,"
ngan han mga gobernador nga amo an gintudlok niya hin pagkastigo han mga nagbubuhat hin maraot ngan pagpasidungog hadton mga nagbubuhat hin maupay.,o sa mga gobernador na sinugo niya upang parusahan ang mga gumagawa ng masama at parangalan ang mga gumagawa ng mabuti.
Kay amo ini an kaburot-on han Dyos: karuyag niya nga pinaagi han iyo maupay nga mga buhat kapugngan niyo an waray pulos nga yayaknon han mga buangbuang nga tawo.,Sapagkat gayon ang kalooban ng Diyos na dahil sa paggawa ng mabuti ay inyong mapatahimik ang kamangmangan ng mga taong hangal.
"Pag-ukoy kamo sugad hin talwas nga mga tawo; kundi ayaw niyo gamita an iyo katalwasan nga pasangilan hin pagbuhat hin maraot, kundi pag-ukoy kamo sugad hin mga oripon han Dyos.","Mamuhay kayo nang tulad sa taong malalaya, ngunit huwag ninyong gamitin ang kalayaan bilang balabal ng kasamaan, kundi bilang mga alipin ng Diyos."
"Tahora an ngatanan nga mga tawo, higugmaa an iyo igkasi mga magtinuohon, kahadloki an Dyos, ngan tahora niyo an Emperador.",Igalang ninyo ang lahat ng mga tao. Ibigin ninyo ang kapatiran. Matakot kayo sa Diyos. Igalang ninyo ang hari.
